timestamp, MFM3, MFM4, TC1, TC2
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:26,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:27,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
11:45:28,3.000,4.000,1.000,2.000
