timestamp, MFM3, MFM4, TC1, TC2
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:11,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:12,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
14:53:13,3.000,4.000,1.000,2.000
